candidate,text,tweet_id
Biden,Stop the xenophobic fear-mongering. Be honest. Take responsibility. Do your job. https://t.co/nQ5aLVrpyb,1240361258957897728
Trump,https://t.co/S4Hl0i6Qdp,1319722848898879488
Trump,https://t.co/QhTWvcY4Ke,1225553117929988097
Trump,https://t.co/CGlqRmhTV4,1319724283321413632
Trump,https://t.co/BJETsgYJpO,1298450119675830273
Trump,“President Trump’s decision to very early on restrict travel from China saved tens of thousands of lives.”  @LouDobbs @FoxBusiness,1242756708902076417
Trump,"Everybody should boycott the @megynkelly show. Never worth watching. Always a hit on Trump! She is sick, &amp; the most overrated person on tv.",710947686879531008
Trump,Carney: Joe Biden‘s Energy Plan Would Eviscerate Wisconsin Sand Miners https://t.co/2PtP3Rj0Id via @BreitbartNews,1320035527190609920
Trump,"Trump: Biden Works for Big Tech, Big Media — They Keep Scandals Quiet https://t.co/GddS9YvM41 via @BreitbartNews",1320035912831668224
Trump,"Nobody is showing up for Obama’s hate laced speeches. 47 people! No energy, but still better than Joe!",1320095628546899968
Trump,https://t.co/ATipOZ0jYG,1320136046957428737
Trump,"WISCONSIN! #VOTE #MAGA 
https://t.co/wk0tCalKZ6",1320200404546834432
Trump,...And a great show by @JesseBWatters tonight. Watched it on way from Ohio to Wisconsin! https://t.co/6OIpWIBpop,1320167412780728320
Trump,Law Enforcement is watching and involved. So dishonest! https://t.co/DNtRroA92X,1320168905856397326
Trump,https://t.co/gsFSghkmdM https://t.co/XB1XImsQlG,1320201343483731968
Trump,"THANK YOU OHIO! #VOTE 
https://t.co/5EJjFZVLHZ",1320134156035174405
Biden,It’s become painfully clear that the only senior that Donald Trump cares about is Donald Trump. https://t.co/TGWsZHOvbV,1320151335199756288
Trump,"As long as I am President, I will always stand with the HEROES of Law Enforcement! Joe Biden won’t. https://t.co/DfutxOeRaN",1320198039529816069
Trump,https://t.co/uF8BVW4WBV,1320191649994186752
Trump,https://t.co/Zwgbeynhy3,1320191534675972096
Trump,"Thank you OHIO! #VOTE
https://t.co/gsFSghkmdM https://t.co/oOzmfm8vCo",1320162439200149504
Trump,What a terrible thing for Biden to say! Rigged Election?,1320162252868255745
Trump,https://t.co/NBfIdXBEhp,1320136010395770881
Trump,"Great to be in Ohio, leaving now for Wisconsin. See you in a little while!",1320135665242284033
Trump,https://t.co/Dw4zuqXURT,1320030979549847554
Trump,Trump Predicts 35% Growth in Q3 -- ‘We‘re Coming Back Stronger‘ https://t.co/vpHoFoeYG0 via @BreitbartNews Would be biggest ever!,1320037462366892038
Trump,Presidential Promises Kept: Justice Barrett Will Fairly Apply and Honor the Law for Decades https://t.co/fgBFldfVlc via @BreitbartNews,1320036439720165376
Biden,Shamar –– thank you for your continued support and words of wisdom. I can’t wait to see what you accomplish. https://t.co/3wajKF1Aui,1319988764249305089
Trump,https://t.co/pEPeLiP7RX,1320075805217742849
Trump,https://t.co/uU2sYKLzsD,1298070740630220800
Trump,An Apprentice Champion. Check out his very interesting new book!,1320042322416095232
Trump,"#VoteEarlyDay #MAGA🇺🇸
https://t.co/gsFSghkmdM",1320035790022414336
Trump,So true!,1320229868370644993
Trump,"He didn’t stick around for the primaries, either. He left WAY early",1320444583646547968
Biden,I will never give up on the American people. https://t.co/uCUACJvwZh,1320500637352693761
Trump,Thank you Rabbis!,1320481137878208512
Trump,"THANK YOU MAINE! #MAGA
https://t.co/bE4MhH23o9",1320479958427340800
Trump,"Congratulations to @SenRonJohnson for his dogged pursuit, as Chairman of Homeland, of POLITICAL CORRUPTION!",1320392607302774784
Biden,.@BarackObama was a president our kids could look up to. https://t.co/oI592mg3xQ,1320426649410625536
Biden,President Trump and his administration may have quit on the American people — but I can promise you I never will.,1320458106757926927
Biden,"There is a real human toll to President Trump's failed leadership.

We can't forget that. https://t.co/03ajrVUQh1",1320463895295893505
Trump,In honor of Maine!,1320491065888169984
Trump,Great people. Vote for Trump!,1320489234441129986
Biden,"It's clear Donald Trump will stop at nothing to tear down Obamacare.

We can't let him. https://t.co/ytaqBBd8DW",1320507935756328960
Biden,"Be like @BarackObama.

Vote early: https://t.co/uoiVh9HPb8 https://t.co/YA39ZGNoXk",1320349894050156544
Trump,"Biden dumped New Hampshire in the Dem Primaries, left early. I had my first big victory there - Do it again! https://t.co/7LzwR4Ot9W",1320490697766637571
Trump,Suburban women are STRONG for President Trump. Watch this @60Minutes clip!,1320505214802235398
Trump,Amazing!,1320434824096563200
Trump,https://t.co/gsFSgh2KPc https://t.co/KTe3etEKhs,1320436393814806529
Trump,A big POLL will be announced this morning on @CBSNews  Face The Nation. I wonder if I do well if the press will report the results? Doubt it,658241163137257473
Trump,"""Clinton campaign &amp; DNC paid for research that led to the anti-Trump Fake News Dossier. The victim here is the President."" @FoxNews",923147501418446849
Trump,"""@curtismuddog:  @ByronYork Latest Poll shows Donald Trump winning 70% of Electoral Vote Against Hillary Clinton! https://t.co/OT98Y8f0GE""",658362790717947904
Trump,"Stop calling my office to do your show, I have more important things to do with my time--- nobody's watching you! @lawrence",128913338238373888
Trump,https://t.co/GiekCMY3tY,1320480064073392128
Biden,Crisis reveals character — and character belongs in the White House. https://t.co/5XD4rtjNDL,1259132265361100801
Trump,DRAIN THE SWAMP! We want bad people out of our government!,1227958133550649346
Trump,https://t.co/Z5vw1REfDc,1276991332461039618
Trump,"Great meeting with @KimKardashian today, talked about prison reform and sentencing. https://t.co/uOy4UJ41JF",1001961235838103552
Trump,https://t.co/IlYgFXtpPq,1293368220498505728
Trump,https://t.co/2wNrQZC8hw,1298796117166100481
Trump,THe 2012 election is the most important in my lifetime. We must nominate a candidate who will win and will roll back @BarackObama's damage.,128930895536197632
Trump,"Volunteer to be a Trump Election Poll Watcher. Sign up today! #MakeAmericaGreatAgain
https://t.co/aYYsyWXeA4",1301645711910400001
Trump,"Congratulations to Armenian Prime Minister Nikol Pashinyan and Azerbaijani President Ilham Aliyev, who just agreed to adhere to a cease fire effective at midnight. Many lives will be saved. Proud of my team @SecPompeo &amp; Steve Biegun &amp; @WHNSC for getting the deal done!",1320481440560132097
Trump,“A Pennsylvania Appeals Court turns down the Trump Administrations request for Poll Watchers to monitor satellite election offices.” @OANN  How terrible is this? We are just seeking a fair vote count. This can only lead to very bad things. Bad intentions much??? Disgraceful!!!,1320585745032269825
Trump,Thank you! #MAGA https://t.co/4hBUMgeAHi,1320735948569636864
Trump,"Thank you Martinsburg, Pennsylvania! #MAGA https://t.co/w6dpfZbdYO",1320853361525166082
Trump,"Last week, Joe Biden made perhaps the most shocking admission ever uttered in the history of presidential debates. On live television, Joe Biden confirmed his plan to ABOLISH the entire U.S. Oil Industry—that means NO fracking, NO jobs, and NO energy for Pennsylvania Families!",1320817236106330112
Trump,"New York, California, Illinois. People are FLEEING, Taxes and Crime are going through the roof. VOTE TRUMP, I will turn it around, and FAST!",1320693376782663682
Trump,"Cases up because we TEST, TEST, TEST. A Fake News Media Conspiracy. Many young people who heal very fast. 99.9%. Corrupt Media conspiracy at all time high. On November 4th., topic will totally change. VOTE!",1320708386476990464
Trump,https://t.co/gsFSghkmdM https://t.co/CgDeqKDXGH,1320713307989413892
Trump,https://t.co/JRgOPXosfY,1320773867158163456
Biden,"I couldn't be more excited to have my friend @BarackObama hitting the campaign trail to talk about what's at stake in this election.

As he said in Philadelphia, we can't just imagine a better future — we have to fight for it and vote like never before: https://t.co/eoxT07d7QB https://t.co/vxQ9eE9k9k",1320850190325194754
Biden,"Folks, I'm amazed by what you all are doing to get out the vote. We can't let up — remember to vote early, and sign up to help this final weekend: https://t.co/pxPEuCMCkG",1320857739959193601
Trump,https://t.co/sFRCTwIwPm,1320913407663611904
Trump,Dear Diary...,1083531644785455104
Trump,"Thank you Allentown, Pennsylvania! Together, we are going to MAKE AMERICA GREAT AGAIN! https://t.co/gsFSghkmdM https://t.co/aA0I8pBEGb https://t.co/ngUKFNhM0Q",1320770458527158272
Biden,"Thank you @iamwill and @IAMJHUD for this powerful video.

Hate has no place in the United States — and on November 3rd we will prove that. https://t.co/OiFuRpyCNS",1320477737249722369
Trump,"Texas, Pennsylvania, Ohio, and others, please watch. His party, and Joe, will stop Fracking immediately. Millions of jobs lost as energy prices soar. Vote Trump!",1320506563711410177
Biden,"Character is on the ballot.

Vote: https://t.co/eoxT07d7QB https://t.co/PYq3FZTEia",1320757084225495042
Trump,https://t.co/JlSNwSv2zZ,1320857303072022529
Trump,https://t.co/UPt8DZQC4N,1320857366687027205
Trump,https://t.co/aax936uVzZ,1320857403143917568
Trump,https://t.co/RjtXxzjuuo,1320858674508824576
Biden,"It didn’t have to be this bad — and as @MichelleObama said, “Our commander in chief, sadly, has been missing in action.”

It’s unforgivable. https://t.co/RIWEck8d3m",1320775951781744641
Trump,"I thought this letter from respected retired Marine and Super Star lawyer, John Dowd, would be of interest to the American People. Read it! https://t.co/I5tjysckZh",1268675068814659584
Trump,"If I do not sound like a typical Washington politician, it’s because I’m NOT a politician. If I do not always play by the rules of the Washington Establishment, it’s because I was elected to fight for YOU, harder than anyone ever has before! https://t.co/gsFSgh2KPc https://t.co/kNuIW02Dfc",1319823733691826178
Biden,"Maine — there are only five days left to vote early in-person for @SaraGideon and Democrats up and down the ballot.

Sara has been a relentless champion for Mainers, and electing her is key to flipping the Senate — but we can’t do it without you.

Vote: https://t.co/qZghvTPJyp",1320800754228170756
Trump,https://t.co/gsFSghkmdM https://t.co/zNoPFsTnn3,1320877979858337792
Trump,https://t.co/bjC5XWlfOJ,1320913376000856064
Trump,https://t.co/CCuTybUbqi,1320913333982273536
Trump,https://t.co/Wv6WVH6US8,1320933522601844738
Biden,"The rushed and unprecedented confirmation of Amy Coney Barrett as Associate Justice to the Supreme Court, in the middle of an ongoing election, should be a stark reminder to every American that your vote matters. https://t.co/NwEi4jyMd1",1320933992443465728
Trump,Pence: Voters Know Biden and Harris ‘Are Going to Pack the Court‘ https://t.co/GCJ8LSBvWm via @BreitbartNews. With the Radical Left. Can’t let this happen. VOTE!,1320036947897864192
Trump,"For years, Joe Biden fought to cut your Social Security and Medicare—a fact which Joe falsely denied last night. This video (Joe Biden’s own words) was created by Bernie Sanders earlier this year to expose Joe Biden’s atrocious record and egregious lies! https://t.co/womMTc70RP",1319821396424286208
Trump,"Thank you to all of our law enforcement officers - across America! #LESM #MAGA 
https://t.co/Mcbc2JzhN2 https://t.co/4MTmR8kXVb",776432922450616320
Trump,"RT @marklevinshow: Biden's radical Green New Deal, co-authored by AOC, will cripple our economy, dramatically raise gas prices, and destroy…",1321053425031880706
Trump,"Rose is a disaster for New York. Not listened to, or respected, in Washington. A puppet for Pelosi!",1321069161917915140
Trump,"Big GDP projected. Pelosi only looking to Bail Out badly run Democrat Cities. Tap, Tap, Taping us along. She has little interest in helping out the “people”.",1321083351000862725
Trump,Thank you to the most incredible people on earth. I stand with you 100%. Get that great Officer back to work! https://t.co/nMH3MlBCqU,1321071947690725377
Trump,"The Real Polls are now saying that I am WINNING! Biggest (and most exciting) Rallies EVER. Rasmussen, 53% National.",1321056850633252864
Trump,Obama is drawing VERY small (tiny) numbers of people. Biden is drawing almost no one. We are drawing tens of thousands of people. You’ll see that again today. The Great Red Wave is coming!!!,1321107640651550720
Trump,"Death rate of people going into hospitals is MUCH LOWER now than it was. @MSNBC  Wow, MSDNC has come a long way! The fact is that we have learned and done a lot about this Virus. Much different now than when it first arrived on our shores, and the World’s, from China!",1321103651000254464
Trump,"The biggest difference between now and 2016 is @FoxNews. They are a whole different deal. Despite this, our campaign is doing much better, with bigger crowds and even more (much!) enthusiasm, than we had in 2016. Big Debate &amp; SCOTUS Win! Real Polls have us winning everywhere!",1321110707937648641
Biden,"This is our opportunity to leave the dark, angry politics of the past four years behind us.

It's time to come together and unite the country.

It all begins with your vote: https://t.co/eoxT07uII9 https://t.co/CcGiwABcbj",1321112418487971842
Biden,"Home is where your values are set — where your view of the world begins to form, along with your place in it.

For me, that's Scranton, PA.

Pennsylvania: today is your last day to vote early in person. We've got to win this — let's bring it home.

Vote: https://t.co/eoxT07d7QB https://t.co/CSJugQxjBY",1321095557289529350
Trump,"Now @FoxNews is playing Obama’s no crowd, fake speech for Biden, a man he could barely endorse because he couldn’t believe he won. Also, I PREPAID many Millions of Dollars in Taxes.",1321126626298634240
Biden,Black lives matter. No president should be afraid to say it. https://t.co/636AQZ04lW,1321138590789726209
Trump,"Last night, we made history and confirmed Amy Coney Barrett to the United States Supreme Court! Justice Barrett will defend our rights, our liberties, and our God-Given FREEDOM! https://t.co/Wv6WVHovJG",1321188538596032513
Biden,"It’s go-time, folks. We’re just one week away from the most important election of our lifetimes. Tune in as we get out the vote in Atlanta, Georgia. https://t.co/bJWjyR8JC1",1321188769173700608
Trump,https://t.co/fm20Bkw1NJ,1321190624138121217
Trump,"WISCONSIN—If I don’t sound like a typical Washington politician, it’s because I’m NOT a politician. If I don’t always play by the rules of the Washington Establishment, it’s because I was elected to fight for YOU, harder than anyone ever has before! #MAGA https://t.co/MdAhKWqo9H",1321230803083382784
Biden,"With just one week until Election Day, @BarackObama is in Orlando, Florida, encouraging folks to vote early. Tune in. https://t.co/zpUXqNViri",1321119685358669824
Trump,"On my way to Nebraska, after a great evening in Wisconsin with hardworking American Patriots! https://t.co/gsFSgh2KPc https://t.co/RKVwie1QT9",1321244816089337857
Biden,"America's history is the story of ""We the People.""

Of all of us — together. https://t.co/UFAZZnwORf",1321223902849323008
Trump,"THANK YOU NEBRASKA! Get your friends, get your family, get your neighbors &amp; co-workers &amp; GET OUT AND VOTE! We didn’t come this far and fight this hard to surrender our Country back to the Corrupt Washington Swamp. On 11/3 we must finish the job &amp; Drain the Swamp once and for all! https://t.co/G8Oqvi5YSa",1321277677269995520
Trump,https://t.co/401tLM5v3f,1321145222584176641
Biden,I know this country. I know our people. And I know we can unite and heal this nation.,1321169796420018178
Trump,https://t.co/FU5IncJ4VI,1321272539843182592
Trump,https://t.co/gsFSghkmdM https://t.co/ao85KjMeBW,1321087723281801216
Trump,https://t.co/x8OS4NpvHh,1321145304331112449
Trump,"This Election Day, you must stop the Anti-American Radicals by delivering Joe Biden and the Far-Left a thundering defeat at the ballot box! Get out and VOTE! On November 3rd we must finish the job and Drain the Swamp once and for all!! #MAGA https://t.co/w1EHpIapxt",1321190293174059008
Trump,"Just landed in Wisconsin and passed this great sign, thank you! See everyone soon!! #MAGA https://t.co/l2G8JCXnqz",1321208514480660482
Trump,https://t.co/Nd9RVXPp5p,1321231434271592456
Trump,Drudge is DOWN 61% since he went Liberal and/or Crazy.  Heading to oblivion! https://t.co/AD6Jcey7vW,1321048233301463042
Trump,"The highly respected Henry Ford Health System just reported, based on a large sampling, that HYDROXYCHLOROQUINE cut the death rate in certain sick patients very significantly. The Dems disparaged it for political reasons (me!). Disgraceful. Act now @US_FDA @TuckerCarlson @FoxNews",1280328830218051584
Biden,"From the moment I announced I was running for president, my goal has been to unite and heal this nation.

We must come together. https://t.co/L3S5J5bQvM",1321240263663194114
Biden,"If you give me the honor of serving as your president, I won't waste any time getting this virus under control and building our nation back better. https://t.co/ZF5fvIQfSR",1321232710711582720
Trump,.@TheJusticeDept,1321055422082666496
Trump,"Hopefully a great, successful and safe ROCKET LAUNCH. Lifting off soon!?!?  @FoxNews  @OANN",1266800827621990400
Trump,"In Lufkin, Texas — someone was stealing Trump signs, so an anonymous tree climber put up 30 of them throughout the community. Love it, thank you! #MAGA https://t.co/Ixx7iBxiYM",1321144951430729728
Trump,This election is a choice between a TRUMP RECOVERY or a BIDEN DEPRESSION. It’s a choice between a TRUMP BOOM or a BIDEN LOCKDOWN. It’s a choice between our plan to Kill the virus – or Biden’s plan to kill the American Dream! https://t.co/DreEqXJMNu,1321188083845402625
Trump,"Volunteer to be a Trump Election Poll Watcher. Sign up today! #MAGA 
https://t.co/3AnrRUPTtZ",1321200345377206273
Trump,https://t.co/YGnjje9G4P,1321286217032290304
Trump,"Watching the Dodgers/Red Sox final innings. It is amazing how a manager takes out a pitcher who is loose &amp; dominating through almost 7 innings, Rich Hill of Dodgers, and brings in nervous reliever(s) who get shellacked. 4 run lead gone. Managers do it all the time, big mistake!",1056391795523895296
Trump,https://t.co/gsFSgh2KPc https://t.co/HoLVYSOU2I,1321283667700772865
Trump,Carney: Joe Biden‘s Energy Plan Would Eviscerate Wisconsin Sand Miners https://t.co/2PtP3Rj0Id via @BreitbartNews Wisconsin would be badly hurt because Biden would definitely end Fracking. No more Sand Mine usage!,1319862880846708737
Trump,I agree! https://t.co/HlcuuyhZtz,1321046029781864452
Trump,https://t.co/sOxdRHa4el,1321188667759550465
Trump,https://t.co/xgVRpP2Tjc,1321231577867866112
Biden,"Our hearts are broken for the family of Walter Wallace Jr., and for all those suffering the emotional weight of learning about another Black life in America lost.

Walter’s life mattered. https://t.co/mGki28Cpyr",1321216353164931072
Trump,https://t.co/rEThigvI5W,1321272582914543617
Trump,"THANK YOU NEBRASKA! 
https://t.co/k9DWvZO10b",1321272513960144896
Biden,"You deserve a president who will get up every single day and work to make your life better.

If you elect me, that’s exactly what I’ll do. https://t.co/afFAorq0KQ",1320164924803383298
Trump,https://t.co/gsFSgh2KPc https://t.co/gs5RMGGhDR,1321199597952192513
Trump,https://t.co/gsFSgh2KPc https://t.co/IriTZzvGtY,1321283957896302592
Trump,Good luck Mary! https://t.co/qEBpqS0vli,1056179047368134656
Trump,"As a developer long ago, and continuing to this day, the politicians ran Chicago into the ground. I was able to make an appropriately great deal with the numerous lenders on a large and very beautiful tower. Doesn’t that make me a smart guy rather than a bad guy?",1321414554346160130
Trump,"Covid, Covid, Covid is the unified chant of the Fake News Lamestream Media. They will talk about nothing else until November 4th., when the Election will be (hopefully!) over. Then the talk will be how low the death rate is, plenty of hospital rooms, &amp; many tests of young people.",1321430459050381313
Trump,"Incredible evening, incredible people. Love Nebraska, and there were plenty of great people from Iowa there also! $28 Billion for Farmers!!!",1321464690896105472
Trump,"Volunteer to be a Trump Election Poll Watcher. Sign up today! #MAGA 
https://t.co/3AnrRUPTtZ",1321471910648049664
Trump,"It’s amazing. Twitter refuses to allow the any mention of the Biden corruption story which was carried so well on @TuckerCarlson last night. It’s the biggest story and Big Tech, together with the Lamestream Media, isn’t allowing a word to be said about it.",1321472358830403585
Trump,https://t.co/YGAn4QULA4,1321488787168354305
Biden,"Thank you for your support, @HamillHimself. May the force be with us this election season. https://t.co/GlgnKz8q96",1321512059029213185
Biden,"As president, I'll build on Obamacare to ensure every single American has access to quality, affordable health care.

Here's how: https://t.co/34NCSYhO2C",1321507018516156419
Biden,We voted. https://t.co/LjaPBB69wC,1321537217441996800
Trump,"THANK YOU ARIZONA! #MAGA 
https://t.co/QgUI58S4D3",1321554736122789888
Biden,"Melanie, thank you for sharing your story and for the sacrifices you've made to keep us all safe. They are not in vain.

On Tuesday, we need to vote out Donald Trump and treat the climate crisis like the existential threat it is. https://t.co/dCKIBGlmoo",1321554078376226818
Trump,"Thank you @RSBNetwork! #MAGA 
https://t.co/iHlBpNDgkQ",1321561761615544320
Trump,"I’m NOT just running against Joe Biden—I’m running against the left-wing media, the Big Tech giants, and the wretched Washington Swamp. They have nothing but disdain for you and your values—get out and VOTE to #MAGA! https://t.co/ZYiv9biLvX",1321559619399868416
Biden,"You can't make this up: Yesterday, the White House science office put out a statement listing ""ending the COVID-19 pandemic"" as the top accomplishment of President Trump's first term. 
https://t.co/46VkWJE0GN",1321563893001408512
Trump,"Who is Miles Taylor? Said he was “anonymous”, but I don’t know him - never even heard of him. Just another @nytimes SCAM - he worked in conjunction with them. Also worked for Big Tech’s @Google. Now works for Fake News @CNN. They should fire, shame, and punish everybody....",1321568122017517568
Biden,"We have just six more days left in this election — and the American people have the power in their hands to put our country on a vastly different path.

Make your plan to vote today: https://t.co/uoiVh9ZqzI",1321586217956397058
Trump,....associated with this FRAUD on the American people!,1321568126635368448
Trump,https://t.co/4LTWLgbmsf,1321597905191329793
Trump,"We will end surprise medical billing, require price transparency, lower drug prices even more, protect Social Security and Medicare, and we will ALWAYS protect patients with pre-existing conditions! https://t.co/0otWkqA1wC",1321592957565202432
Trump,"If you vote for Biden, your kids will not be in school, there will be no graduations, no weddings, no Thanksgiving, no Christmas, and no Fourth of July! https://t.co/Pjyd8TGXME",1321594088676761601
Biden,The future of our planet is on the ballot. https://t.co/fWtwYOmycR,1321600635222052866
Trump,https://t.co/gsFSgh2KPc https://t.co/j7Z5jC05wP,1321616229501558785
Trump,"A vote for Joe Biden is a vote for the biggest TAX HIKE in history, crushing regulations, slashing Medicare and Social Security, and abolishing American Energy. A vote for Biden is a vote for open borders, offshoring jobs, shredding the Second Amendment...https://t.co/lrveykMf4R",1321595603734814720
Biden,"The election is underway across the country, and we need your help to spread the word on social media. Sign up to help, and let’s win this thing: https://t.co/Yys11DiWVm",1321627814345560065
Trump,https://t.co/pcPu2cohJI,1321559746415980544
Trump,https://t.co/1BHWlr9tJx,1321559780373098496
Trump,"Proud citizens like you helped build this Country—and together, we are taking back our Country. We are returning power to YOU, the American People! Get out and VOTE — so we can MAKE AMERICA GREAT AGAIN! https://t.co/rjQcHUoaoT",1321558737597816832
Trump,"If Jon Stewart is so above it all &amp; legit, why did he change his name from Jonathan Leibowitz? He should be proud of his heritage!",330360556362018816
Trump,https://t.co/6Bww8zo4bk,1321594161108197376
Trump,"Thank you to Sheriff Gonzales of Bernalillo County, New Mexico, for joining my call with our Nation’s sheriffs. Appreciate your partnership to help make your county safe – great comments on Operation Legend!",1293335144775004160
Biden,It’s hard to believe it’s been a year since we lost my friend Senator Kay Hagan. Kay was a relentless champion for North Carolina and a fierce defender of its citizens. May her legacy continue to inspire a new generation of leaders to follow in her steps.,1321522117754658816
Trump,"We have declassified a picture of the wonderful dog (name not declassified) that did such a GREAT JOB in capturing and killing the Leader of ISIS, Abu Bakr al-Baghdadi! https://t.co/PDMx9nZWvw",1188909031403900928
Trump,"Thank you to Steve Rogers, FBI Joint Terror Task Force (Ret), for his very kind and generous remarks about me and my relationship to Law Enforcement. @JudgeJeanine",1056589723911757824
Trump,"Maria is badly needed in Washington. She is an outstanding person who truly loves her Country and her State. Her opponent, @DonnaShalala, is a political hack who is a puppet of Nancy Pelosi. She does nothing for Florida. Maria has my Complete &amp; Total Endorsement!",1321665437164339203
Trump,"Volunteer to be a Trump Election Poll Watcher. Sign up today! #MAGA
https://t.co/3AnrRV7uSz",1321796817651118088
Trump,https://t.co/gsFSghkmdM https://t.co/Mu6grSAmV9,1321796173729013760
Trump,"Thank you to Dave Rubin, author of “Don’t Burn This Book”, just announced on @foxandfriends that he is voting for your favorite President, me. “I think Donald Trump has done a lot of good. When I see an American flag, I see Trump support.”",1321807914223439872
Biden,"""History says, don't hope
On this side of the grave.
But then, once in a lifetime
The longed-for tidal wave
Of justice can rise up,
And hope and history rhyme.""
- Seamus Heaney https://t.co/7nB1ytYlvm",1321807498492354561
Trump,THANK YOU! #MAGA,1321815932671582209
Biden,"Success in a Biden-Harris Administration will not be measured just by the stock market or GDP growth, but by the extent to which growth is raising the pay, dignity, and economic security of our working families—especially those who have been left behind. https://t.co/HQZ8UbUb3f",1321823865165778944
Trump,"""@DeplorableCBTP: ""In my mind, #DonaldTrump is the only way out of this mess."" - #PhilRobertson of TV's #DuckDynasty""   Thank you Phil!",792389892298780672
Biden,.@KamalaHarris and I won't just build back to the way things were before these crises — we're going to build back better and create a new American economy. Watch as my friend @JulianCastro explains. https://t.co/AdGKICs6Tf,1321844492362633216
Trump,Thank you Mark! #MAGA,1321850292829380610
Trump,"So it turns out that the wise guy promoted as “Anonymous” by the @nytimes, named Miles Taylor (who I never even heard of!), was only a little known “staffer” as opposed to a “Senior Administration Official”. He then scammed @CNN, lied to @andersoncooper, &amp; got a job there....",1321858569466114048
Trump,"Our hearts are with the people of France. America stands with our oldest Ally in this fight. These Radical Islamic terrorist attacks must stop immediately. No country, France or otherwise can long put up with it!",1321856046974050305
Trump,Thank you to Joe Scarborough (@JoeNBC) for seeing the light. Our Country is doing great! https://t.co/7vLxNScOjo,1321865734583037953
Biden,Jill and I are keeping the French people in our prayers following the horrific terror attack in Nice — which targeted innocents in a house of worship. A Biden-Harris administration will work with our allies and partners to prevent extremist violence in all forms.,1321895830173945856
Trump,https://t.co/FUh5kox16R,1321902032102420481
Trump,"Your VOTE on Tuesday, November 3rd is going to SAVE OUR COUNTRY. We are going to defeat the Marxists, Socialists, Rioters, Flag-Burners, and Left-wing Extremists! Get out and VOTE! #MAGA https://t.co/gsFSgh2KPc",1321903377379287040
Trump,"Post-Debate via @OANN. Thank you!
#Trump2016 #MakeAmericaGreatAgain 
https://t.co/VHyPDZFKPZ",659827931099754496
Biden,".@KamalaHarris y yo no solo reconstruiremos las cosas como eran antes de estas crisis, sino que reconstruiremos un mejor país que antes, para crear una nueva economía estadounidense. Mira la explicación de mi amigo @JulianCastro. https://t.co/11usNr3tfv",1321910929806819328
Trump,"For half a century, Joe Biden has been outsourcing your jobs, opening your borders, and sacrificing American blood and treasure in endless foreign wars. Joe Biden is a corrupt politician—If Biden Wins, China Wins. When We Win, Florida Wins—and America Wins! https://t.co/UdqQqmxvL7",1321906133980753920
Biden,Donald Trump is on track to become the worst jobs president in modern American history. https://t.co/gmjwbHeuOS,1321904638992396288
Trump,"If I don’t sound like a typical Washington politician, it’s because I’m NOT a politician. If I don’t always play by the rules of the Washington Establishment, it’s because I was elected to fight for YOU, harder than anyone ever has before! https://t.co/gsFSgh2KPc https://t.co/kCtPkRWdY4",1321914488984018944
Biden,"Enough of the lies.

Vote him out: https://t.co/eoxT07uII9 https://t.co/iTdiPVy8FA",1321933578897248256
Biden,"You have my word: if I have the honor of serving as your president, I will do everything in my power to defeat COVID-19.

Here’s my plan to get it done: https://t.co/zUWDfi0yQ8",1321942639109918720
Biden,"Christen — tell your grandmother I’m incredibly grateful to have her support, and thank you for helping her cast her ballot.",1321915963399352321
Trump,https://t.co/gsFSghkmdM https://t.co/fg5US7VpUJ,1321968614921175040
Biden,This election is about so much more than policy. The character of our country is on the ballot. And @KamalaHarris and I will work every day to bring this country back together — fighting as hard for those who don’t support us as those who do. https://t.co/IIhhcxDeL2,1321960506425450496
Trump,"Failed RINO former Governor Rick Snyder of Michigan was a disaster with respect to the Flint Water CATASTROPHE, and a very bad Governor overall. He hurt so many people with his gross incompetence. He reminds me of Sleepy Joe!",1321958690379821056
Trump,https://t.co/9m7w0uurXy,1322003624403390464
Biden,"This storm will pass, and a new day will come. https://t.co/PewrMRuRXx",1321983911057129472
Trump,https://t.co/OfmL1fPSjZ,1322014029708251139
Trump,We could all learn something from this. Great interview by @HerschelWalker! https://t.co/6nWDRx7opG,1305688612797730816
Biden,"The last four years come down to the next 42 days. This is our moment — and if you vote, we’ll win.

Head to https://t.co/eoxT07d7QB and get registered today. #NationalVoterRegistrationDay https://t.co/jsFBz2NkXN",1308500313909997568
Trump,https://t.co/OINMUQvdRo,1321903973830254592
Trump,https://t.co/njpD3ekBOv,1321903887259889665
Trump,"THANK YOU Phoenix, Arizona! Time for new POWERFUL leadership. Just imagine what WE can accomplish in our first 100 days! #DrainTheSwamp https://t.co/0PsRXMXShU",792537371291987968
Trump,"""@BretBaier: Tonight on the #SpecialReport panel we have @georgewillf, @ron_fournier and @JonahNRO. What a group of losers on your panel!",589249511714902016
Trump,"I have informed @GOPLeader Kevin McCarthy and all Republicans in the House that I fully support transparency on so-called whistleblower information but also insist on transparency from Joe Biden and his son Hunter, on the millions of dollars that have been quickly and easily....",1176953905143590912
Trump,Pollak: 11 Shining Successes of President Donald Trump‘s First Term https://t.co/VW5w4YtBQ5 via @BreitbartNews,1322061324327804928
Trump,The @nytimes now admits that patients ill with Covid are getting better faster and at higher (much) percentages.,1322151922468573186
